model_execution_id,unique_id,invocation_id,generated_at,created_at,name,message,status,resource_type,execution_time,execute_started_at,execute_completed_at,compile_started_at,compile_completed_at,rows_affected,full_refresh,compiled_code,failures,query_id,thread_id,materialization,adapter_response
eeb13437-e15d-430a-970b-8b52f5e995dd.model.elementary.dbt_metrics,model.elementary.dbt_metrics,eeb13437-e15d-430a-970b-8b52f5e995dd,2024-02-14 12:15:00,2024-02-14 12:15:00.621783,dbt_metrics,SELECT 0,success,model,9.320765495300293,2024-02-14T12:14:45.970635Z,2024-02-14T12:14:53.438479Z,2024-02-14T12:14:45.072125Z,2024-02-14T12:14:45.447123Z,0,false,"

select * from (
            select
            
                
        cast('dummy_string' as varchar(4096)) as unique_id

,
                
        cast('dummy_string' as varchar(4096)) as name

,
                
        cast('dummy_string' as varchar(4096)) as label

,
                
        cast('dummy_string' as varchar(4096)) as model

,
                
        cast('dummy_string' as varchar(4096)) as type

,
                
        cast('this_is_just_a_long_dummy_string' as text) as sql

,
                
        cast('dummy_string' as varchar(4096)) as timestamp

,
                
        cast('this_is_just_a_long_dummy_string' as text) as filters

,
                
        cast('this_is_just_a_long_dummy_string' as text) as time_grains

,
                
        cast('this_is_just_a_long_dummy_string' as text) as dimensions

,
                
        cast('this_is_just_a_long_dummy_string' as text) as depends_on_macros

,
                
        cast('this_is_just_a_long_dummy_string' as text) as depends_on_nodes

,
                
        cast('this_is_just_a_long_dummy_string' as text) as description

,
                
        cast('this_is_just_a_long_dummy_string' as text) as tags

,
                
        cast('this_is_just_a_long_dummy_string' as text) as meta

,
                
        cast('dummy_string' as varchar(4096)) as package_name

,
                
        cast('this_is_just_a_long_dummy_string' as text) as original_path

,
                
        cast('dummy_string' as varchar(4096)) as path

,
                
        cast('dummy_string' as varchar(4096)) as generated_at

,
                
        cast('dummy_string' as varchar(4096)) as metadata_hash


        ) as empty_table
        where 1 = 0",,,Thread-2 (worker),incremental,"{""_message"": ""SELECT 0"", ""code"": ""SELECT"", ""rows_affected"": 0}"
eeb13437-e15d-430a-970b-8b52f5e995dd.model.elementary.dbt_seeds,model.elementary.dbt_seeds,eeb13437-e15d-430a-970b-8b52f5e995dd,2024-02-14 12:15:00,2024-02-14 12:15:00.621783,dbt_seeds,SELECT 0,success,model,9.27917194366455,2024-02-14T12:14:46.464990Z,2024-02-14T12:14:53.869254Z,2024-02-14T12:14:45.657115Z,2024-02-14T12:14:45.950114Z,0,false,"

select * from (
            select
            
                
        cast('dummy_string' as varchar(4096)) as unique_id

,
                
        cast('dummy_string' as varchar(4096)) as alias

,
                
        cast('dummy_string' as varchar(4096)) as checksum

,
                
        cast('this_is_just_a_long_dummy_string' as text) as tags

,
                
        cast('this_is_just_a_long_dummy_string' as text) as meta

,
                
        cast('dummy_string' as varchar(4096)) as owner

,
                
        cast('dummy_string' as varchar(4096)) as database_name

,
                
        cast('dummy_string' as varchar(4096)) as schema_name

,
                
        cast('this_is_just_a_long_dummy_string' as text) as description

,
                
        cast('dummy_string' as varchar(4096)) as name

,
                
        cast('dummy_string' as varchar(4096)) as package_name

,
                
        cast('this_is_just_a_long_dummy_string' as text) as original_path

,
                
        cast('dummy_string' as varchar(4096)) as path

,
                
        cast('dummy_string' as varchar(4096)) as generated_at

,
                
        cast('dummy_string' as varchar(4096)) as metadata_hash


        ) as empty_table
        where 1 = 0",,,Thread-4 (worker),incremental,"{""_message"": ""SELECT 0"", ""code"": ""SELECT"", ""rows_affected"": 0}"
eeb13437-e15d-430a-970b-8b52f5e995dd.model.elementary.dbt_snapshots,model.elementary.dbt_snapshots,eeb13437-e15d-430a-970b-8b52f5e995dd,2024-02-14 12:15:00,2024-02-14 12:15:00.621783,dbt_snapshots,SELECT 0,success,model,9.26417326927185,2024-02-14T12:14:46.548023Z,2024-02-14T12:14:53.965772Z,2024-02-14T12:14:45.700115Z,2024-02-14T12:14:46.003637Z,0,false,"

select * from (
            select
            
                
        cast('dummy_string' as varchar(4096)) as unique_id

,
                
        cast('dummy_string' as varchar(4096)) as alias

,
                
        cast('dummy_string' as varchar(4096)) as checksum

,
                
        cast('dummy_string' as varchar(4096)) as materialization

,
                
        cast('this_is_just_a_long_dummy_string' as text) as tags

,
                
        cast('this_is_just_a_long_dummy_string' as text) as meta

,
                
        cast('dummy_string' as varchar(4096)) as owner

,
                
        cast('dummy_string' as varchar(4096)) as database_name

,
                
        cast('dummy_string' as varchar(4096)) as schema_name

,
                
        cast('this_is_just_a_long_dummy_string' as text) as depends_on_macros

,
                
        cast('this_is_just_a_long_dummy_string' as text) as depends_on_nodes

,
                
        cast('this_is_just_a_long_dummy_string' as text) as description

,
                
        cast('dummy_string' as varchar(4096)) as name

,
                
        cast('dummy_string' as varchar(4096)) as package_name

,
                
        cast('this_is_just_a_long_dummy_string' as text) as original_path

,
                
        cast('dummy_string' as varchar(4096)) as path

,
                
        cast('dummy_string' as varchar(4096)) as patch_path

,
                
        cast('dummy_string' as varchar(4096)) as generated_at

,
                
        cast('dummy_string' as varchar(4096)) as metadata_hash


        ) as empty_table
        where 1 = 0",,,Thread-5 (worker),incremental,"{""_message"": ""SELECT 0"", ""code"": ""SELECT"", ""rows_affected"": 0}"
eeb13437-e15d-430a-970b-8b52f5e995dd.model.elementary.dbt_columns,model.elementary.dbt_columns,eeb13437-e15d-430a-970b-8b52f5e995dd,2024-02-14 12:15:00,2024-02-14 12:15:00.621783,dbt_columns,SELECT 0,success,model,13.18118667602539,2024-02-14T12:14:41.930339Z,2024-02-14T12:14:54.772529Z,2024-02-14T12:14:41.761338Z,2024-02-14T12:14:41.863340Z,0,false,"

select * from (
            select
            
                
        cast('dummy_string' as varchar(4096)) as unique_id

,
                
        cast('dummy_string' as varchar(4096)) as parent_unique_id

,
                
        cast('dummy_string' as varchar(4096)) as name

,
                
        cast('dummy_string' as varchar(4096)) as data_type

,
                
        cast('this_is_just_a_long_dummy_string' as text) as tags

,
                
        cast('this_is_just_a_long_dummy_string' as text) as meta

,
                
        cast('dummy_string' as varchar(4096)) as database_name

,
                
        cast('dummy_string' as varchar(4096)) as schema_name

,
                
        cast('dummy_string' as varchar(4096)) as table_name

,
                
        cast('this_is_just_a_long_dummy_string' as text) as description

,
                
        cast('dummy_string' as varchar(4096)) as resource_type

,
                
        cast('dummy_string' as varchar(4096)) as generated_at

,
                
        cast('dummy_string' as varchar(4096)) as metadata_hash


        ) as empty_table
        where 1 = 0",,,Thread-8 (worker),incremental,"{""_message"": ""SELECT 0"", ""code"": ""SELECT"", ""rows_affected"": 0}"
eeb13437-e15d-430a-970b-8b52f5e995dd.model.elementary.dbt_source_freshness_results,model.elementary.dbt_source_freshness_results,eeb13437-e15d-430a-970b-8b52f5e995dd,2024-02-14 12:15:00,2024-02-14 12:15:00.621783,dbt_source_freshness_results,SELECT 0,success,model,3.814291000366211,2024-02-14T12:14:52.706482Z,2024-02-14T12:14:54.796525Z,2024-02-14T12:14:51.733483Z,2024-02-14T12:14:52.210484Z,0,false,"


    select * from (
            select
            
                
        cast('dummy_string' as varchar(4096)) as source_freshness_execution_id

,
                
        cast('dummy_string' as varchar(4096)) as unique_id

,
                
        cast('dummy_string' as varchar(4096)) as max_loaded_at

,
                
        cast('dummy_string' as varchar(4096)) as snapshotted_at

,
                
        cast('dummy_string' as varchar(4096)) as generated_at

,
                cast('2091-02-17' as timestamp) as created_at

,
                
        cast(123456789.99 as float) as max_loaded_at_time_ago_in_s

,
                
        cast('dummy_string' as varchar(4096)) as status

,
                
        cast('dummy_string' as varchar(4096)) as error

,
                
        cast('dummy_string' as varchar(4096)) as compile_started_at

,
                
        cast('dummy_string' as varchar(4096)) as compile_completed_at

,
                
        cast('dummy_string' as varchar(4096)) as execute_started_at

,
                
        cast('dummy_string' as varchar(4096)) as execute_completed_at

,
                
        cast('dummy_string' as varchar(4096)) as invocation_id

,
                
        cast('dummy_string' as varchar(4096)) as warn_after

,
                
        cast('dummy_string' as varchar(4096)) as error_after

,
                
        cast('this_is_just_a_long_dummy_string' as text) as filter


        ) as empty_table
        where 1 = 0
",,,Thread-1 (worker),incremental,"{""_message"": ""SELECT 0"", ""code"": ""SELECT"", ""rows_affected"": 0}"
eeb13437-e15d-430a-970b-8b52f5e995dd.model.elementary.dbt_models,model.elementary.dbt_models,eeb13437-e15d-430a-970b-8b52f5e995dd,2024-02-14 12:15:00,2024-02-14 12:15:00.621783,dbt_models,SELECT 0,success,model,10.677533388137817,2024-02-14T12:14:46.315208Z,2024-02-14T12:14:55.529531Z,2024-02-14T12:14:45.430128Z,2024-02-14T12:14:45.843113Z,0,false,"

select * from (
            select
            
                
        cast('dummy_string' as varchar(4096)) as unique_id

,
                
        cast('dummy_string' as varchar(4096)) as alias

,
                
        cast('dummy_string' as varchar(4096)) as checksum

,
                
        cast('dummy_string' as varchar(4096)) as materialization

,
                
        cast('this_is_just_a_long_dummy_string' as text) as tags

,
                
        cast('this_is_just_a_long_dummy_string' as text) as meta

,
                
        cast('dummy_string' as varchar(4096)) as owner

,
                
        cast('dummy_string' as varchar(4096)) as database_name

,
                
        cast('dummy_string' as varchar(4096)) as schema_name

,
                
        cast('this_is_just_a_long_dummy_string' as text) as depends_on_macros

,
                
        cast('this_is_just_a_long_dummy_string' as text) as depends_on_nodes

,
                
        cast('this_is_just_a_long_dummy_string' as text) as description

,
                
        cast('dummy_string' as varchar(4096)) as name

,
                
        cast('dummy_string' as varchar(4096)) as package_name

,
                
        cast('this_is_just_a_long_dummy_string' as text) as original_path

,
                
        cast('dummy_string' as varchar(4096)) as path

,
                
        cast('dummy_string' as varchar(4096)) as patch_path

,
                
        cast('dummy_string' as varchar(4096)) as generated_at

,
                
        cast('dummy_string' as varchar(4096)) as metadata_hash


        ) as empty_table
        where 1 = 0",,,Thread-3 (worker),incremental,"{""_message"": ""SELECT 0"", ""code"": ""SELECT"", ""rows_affected"": 0}"
0489b689-9288-46a4-a32c-73a62a795040.model.view_selection_tool.int_referenced_models,model.view_selection_tool.int_referenced_models,0489b689-9288-46a4-a32c-73a62a795040,2024-03-06 12:30:58,2024-03-06 12:30:59.143531,int_referenced_models,,skipped,model,0,,,,,,false,,,,Thread-5 (worker),view,{}
eeb13437-e15d-430a-970b-8b52f5e995dd.model.elementary.elementary_test_results,model.elementary.elementary_test_results,eeb13437-e15d-430a-970b-8b52f5e995dd,2024-02-14 12:15:00,2024-02-14 12:15:00.621783,elementary_test_results,SELECT 0,success,model,1.2002274990081787,2024-02-14T12:14:54.751525Z,2024-02-14T12:14:55.653526Z,2024-02-14T12:14:54.511299Z,2024-02-14T12:14:54.628528Z,0,false,"


    select * from (
            select
            
                
        cast('this_is_just_a_long_dummy_string' as text) as id

,
                
        cast('dummy_string' as varchar(4096)) as data_issue_id

,
                
        cast('this_is_just_a_long_dummy_string' as text) as test_execution_id

,
                
        cast('this_is_just_a_long_dummy_string' as text) as test_unique_id

,
                
        cast('this_is_just_a_long_dummy_string' as text) as model_unique_id

,
                
        cast('dummy_string' as varchar(4096)) as invocation_id

,
                cast('2091-02-17' as timestamp) as detected_at

,
                cast('2091-02-17' as timestamp) as created_at

,
                
        cast('dummy_string' as varchar(4096)) as database_name

,
                
        cast('dummy_string' as varchar(4096)) as schema_name

,
                
        cast('dummy_string' as varchar(4096)) as table_name

,
                
        cast('dummy_string' as varchar(4096)) as column_name

,
                
        cast('dummy_string' as varchar(4096)) as test_type

,
                
        cast('dummy_string' as varchar(4096)) as test_sub_type

,
                
        cast('this_is_just_a_long_dummy_string' as text) as test_results_description

,
                
        cast('dummy_string' as varchar(4096)) as owners

,
                
        cast('dummy_string' as varchar(4096)) as tags

,
                
        cast('this_is_just_a_long_dummy_string' as text) as test_results_query

,
                
        cast('dummy_string' as varchar(4096)) as other

,
                
        cast('this_is_just_a_long_dummy_string' as text) as test_name

,
                
        cast('this_is_just_a_long_dummy_string' as text) as test_params

,
                
        cast('dummy_string' as varchar(4096)) as severity

,
                
        cast('dummy_string' as varchar(4096)) as status

,
                
        cast(31474836478 as bigint) as failures

,
                
        cast('dummy_string' as varchar(4096)) as test_short_name

,
                
        cast('dummy_string' as varchar(4096)) as test_alias

,
                
        cast('this_is_just_a_long_dummy_string' as text) as result_rows

,
                
        cast(31474836478 as bigint) as failed_row_count


        ) as empty_table
        where 1 = 0
",,,Thread-2 (worker),incremental,"{""_message"": ""SELECT 0"", ""code"": ""SELECT"", ""rows_affected"": 0}"
eeb13437-e15d-430a-970b-8b52f5e995dd.model.elementary.schema_columns_snapshot,model.elementary.schema_columns_snapshot,eeb13437-e15d-430a-970b-8b52f5e995dd,2024-02-14 12:15:00,2024-02-14 12:15:00.621783,schema_columns_snapshot,SELECT 0,success,model,1.1069984436035156,2024-02-14T12:14:54.832525Z,2024-02-14T12:14:55.666526Z,2024-02-14T12:14:54.711525Z,2024-02-14T12:14:54.766526Z,0,false,"


    select * from (
            select
            
                
        cast('dummy_string' as varchar(4096)) as column_state_id

,
                
        cast('dummy_string' as varchar(4096)) as full_column_name

,
                
        cast('dummy_string' as varchar(4096)) as full_table_name

,
                
        cast('dummy_string' as varchar(4096)) as column_name

,
                
        cast('dummy_string' as varchar(4096)) as data_type

,
                
        cast (True as boolean) as is_new

,
                cast('2091-02-17' as timestamp) as detected_at

,
                cast('2091-02-17' as timestamp) as created_at


        ) as empty_table
        where 1 = 0
",,,Thread-5 (worker),incremental,"{""_message"": ""SELECT 0"", ""code"": ""SELECT"", ""rows_affected"": 0}"
eeb13437-e15d-430a-970b-8b52f5e995dd.model.elementary.dbt_tests,model.elementary.dbt_tests,eeb13437-e15d-430a-970b-8b52f5e995dd,2024-02-14 12:15:00,2024-02-14 12:15:00.621783,dbt_tests,SELECT 0,success,model,1.6093394756317139,2024-02-14T12:14:54.549303Z,2024-02-14T12:14:55.820526Z,2024-02-14T12:14:54.401299Z,2024-02-14T12:14:54.490301Z,0,false,"

select * from (
            select
            
                
        cast('dummy_string' as varchar(4096)) as unique_id

,
                
        cast('dummy_string' as varchar(4096)) as database_name

,
                
        cast('dummy_string' as varchar(4096)) as schema_name

,
                
        cast('dummy_string' as varchar(4096)) as name

,
                
        cast('dummy_string' as varchar(4096)) as short_name

,
                
        cast('dummy_string' as varchar(4096)) as alias

,
                
        cast('dummy_string' as varchar(4096)) as test_column_name

,
                
        cast('dummy_string' as varchar(4096)) as severity

,
                
        cast('dummy_string' as varchar(4096)) as warn_if

,
                
        cast('dummy_string' as varchar(4096)) as error_if

,
                
        cast('this_is_just_a_long_dummy_string' as text) as test_params

,
                
        cast('dummy_string' as varchar(4096)) as test_namespace

,
                
        cast('this_is_just_a_long_dummy_string' as text) as tags

,
                
        cast('this_is_just_a_long_dummy_string' as text) as model_tags

,
                
        cast('this_is_just_a_long_dummy_string' as text) as model_owners

,
                
        cast('this_is_just_a_long_dummy_string' as text) as meta

,
                
        cast('this_is_just_a_long_dummy_string' as text) as depends_on_macros

,
                
        cast('this_is_just_a_long_dummy_string' as text) as depends_on_nodes

,
                
        cast('dummy_string' as varchar(4096)) as parent_model_unique_id

,
                
        cast('this_is_just_a_long_dummy_string' as text) as description

,
                
        cast('dummy_string' as varchar(4096)) as package_name

,
                
        cast('dummy_string' as varchar(4096)) as type

,
                
        cast('this_is_just_a_long_dummy_string' as text) as original_path

,
                
        cast('dummy_string' as varchar(4096)) as path

,
                
        cast('dummy_string' as varchar(4096)) as generated_at

,
                
        cast('dummy_string' as varchar(4096)) as metadata_hash

,
                
        cast('dummy_string' as varchar(4096)) as quality_dimension


        ) as empty_table
        where 1 = 0",,,Thread-7 (worker),incremental,"{""_message"": ""SELECT 0"", ""code"": ""SELECT"", ""rows_affected"": 0}"
eeb13437-e15d-430a-970b-8b52f5e995dd.model.elementary.metadata,model.elementary.metadata,eeb13437-e15d-430a-970b-8b52f5e995dd,2024-02-14 12:15:00,2024-02-14 12:15:00.621783,metadata,SELECT 1,success,model,1.3923368453979492,2024-02-14T12:14:54.798529Z,2024-02-14T12:14:55.825524Z,2024-02-14T12:14:54.629529Z,2024-02-14T12:14:54.737527Z,1,false,"

SELECT
    '0.13.0' as dbt_pkg_version",,,Thread-4 (worker),table,"{""_message"": ""SELECT 1"", ""code"": ""SELECT"", ""rows_affected"": 1}"
eeb13437-e15d-430a-970b-8b52f5e995dd.model.elementary.dbt_sources,model.elementary.dbt_sources,eeb13437-e15d-430a-970b-8b52f5e995dd,2024-02-14 12:15:00,2024-02-14 12:15:00.621783,dbt_sources,SELECT 0,success,model,3.4661569595336914,2024-02-14T12:14:53.817256Z,2024-02-14T12:14:55.918637Z,2024-02-14T12:14:53.028481Z,2024-02-14T12:14:53.355480Z,0,false,"

select * from (
            select
            
                
        cast('dummy_string' as varchar(4096)) as unique_id

,
                
        cast('dummy_string' as varchar(4096)) as database_name

,
                
        cast('dummy_string' as varchar(4096)) as schema_name

,
                
        cast('dummy_string' as varchar(4096)) as source_name

,
                
        cast('dummy_string' as varchar(4096)) as name

,
                
        cast('dummy_string' as varchar(4096)) as identifier

,
                
        cast('dummy_string' as varchar(4096)) as loaded_at_field

,
                
        cast('dummy_string' as varchar(4096)) as freshness_warn_after

,
                
        cast('dummy_string' as varchar(4096)) as freshness_error_after

,
                
        cast('this_is_just_a_long_dummy_string' as text) as freshness_filter

,
                
        cast('this_is_just_a_long_dummy_string' as text) as freshness_description

,
                
        cast('dummy_string' as varchar(4096)) as relation_name

,
                
        cast('this_is_just_a_long_dummy_string' as text) as tags

,
                
        cast('this_is_just_a_long_dummy_string' as text) as meta

,
                
        cast('dummy_string' as varchar(4096)) as owner

,
                
        cast('dummy_string' as varchar(4096)) as package_name

,
                
        cast('this_is_just_a_long_dummy_string' as text) as original_path

,
                
        cast('dummy_string' as varchar(4096)) as path

,
                
        cast('this_is_just_a_long_dummy_string' as text) as source_description

,
                
        cast('this_is_just_a_long_dummy_string' as text) as description

,
                
        cast('dummy_string' as varchar(4096)) as generated_at

,
                
        cast('dummy_string' as varchar(4096)) as metadata_hash


        ) as empty_table
        where 1 = 0",,,Thread-6 (worker),incremental,"{""_message"": ""SELECT 0"", ""code"": ""SELECT"", ""rows_affected"": 0}"
eeb13437-e15d-430a-970b-8b52f5e995dd.model.elementary.metrics_anomaly_score,model.elementary.metrics_anomaly_score,eeb13437-e15d-430a-970b-8b52f5e995dd,2024-02-14 12:15:00,2024-02-14 12:15:00.621783,metrics_anomaly_score,CREATE VIEW,success,model,1.1381094455718994,2024-02-14T12:14:55.534527Z,2024-02-14T12:14:56.011636Z,2024-02-14T12:14:55.303526Z,2024-02-14T12:14:55.491527Z,-1,false,"

with data_monitoring_metrics as (

    select * from ""postgres"".""transformed_elementary"".""data_monitoring_metrics""

),

time_window_aggregation as (

    select
        id,
        full_table_name,
        column_name,
        dimension,
        dimension_value,
        metric_name,
        metric_value,
        source_value,
        bucket_start,
        bucket_end,
        bucket_duration_hours,
        updated_at,
        avg(metric_value) over (partition by metric_name, full_table_name, column_name order by bucket_start asc rows between unbounded preceding and current row) as training_avg,
        stddev(metric_value) over (partition by metric_name, full_table_name, column_name order by bucket_start asc rows between unbounded preceding and current row) as training_stddev,
        count(metric_value) over (partition by metric_name, full_table_name, column_name order by bucket_start asc rows between unbounded preceding and current row) as training_set_size,
        last_value(bucket_end) over (partition by metric_name, full_table_name, column_name order by bucket_start asc rows between unbounded preceding and current row) training_end,
        first_value(bucket_end) over (partition by metric_name, full_table_name, column_name order by bucket_start asc rows between unbounded preceding and current row) as training_start
    from data_monitoring_metrics
    group by 1,2,3,4,5,6,7,8,9,10,11,12
),

metrics_anomaly_score as (

    select
        id,
        full_table_name,
        column_name,
        dimension,
        dimension_value,
        metric_name,
        case
            when training_stddev is null then null
            when training_stddev = 0 then 0
            else (metric_value - training_avg) / (training_stddev)
        end as anomaly_score,
        metric_value as latest_metric_value,
        bucket_start,
        bucket_end,
        training_avg,
        training_stddev,
        training_start,
        training_end,
        training_set_size,
        max(updated_at) as updated_at
    from time_window_aggregation
        where
            metric_value is not null
            and training_avg is not null
            and bucket_end >= 
    cast(date_trunc('day', 
    current_timestamp::timestamp
) as timestamp) + cast(-7 as integer) * INTERVAL '1 day'

    group by 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
    order by bucket_end desc


),

final as (

    select
        id,
        full_table_name,
        column_name,
        dimension,
        dimension_value,
        metric_name,
        anomaly_score,
        latest_metric_value,
        bucket_start,
        bucket_end,
        training_avg,
        training_stddev,
        training_start,
        training_end,
        training_set_size,
        updated_at,
        case
            when abs(anomaly_score) > 3 then true
            else false end
        as is_anomaly
    from metrics_anomaly_score
)

select * from final",,,Thread-8 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
eeb13437-e15d-430a-970b-8b52f5e995dd.model.elementary.monitors_runs,model.elementary.monitors_runs,eeb13437-e15d-430a-970b-8b52f5e995dd,2024-02-14 12:15:00,2024-02-14 12:15:00.621783,monitors_runs,CREATE VIEW,success,model,0.9891097545623779,2024-02-14T12:14:55.555525Z,2024-02-14T12:14:56.016640Z,2024-02-14T12:14:55.475533Z,2024-02-14T12:14:55.508525Z,-1,false,"

with data_monitoring_metrics as (

    select * from ""postgres"".""transformed_elementary"".""data_monitoring_metrics""

),

max_bucket_end as (

    select full_table_name,
           column_name,
           metric_name,
           metric_properties,
           max(bucket_end) as last_bucket_end,
           min(bucket_end) as first_bucket_end
    from data_monitoring_metrics
    group by 1,2,3,4

)

select * from max_bucket_end",,,Thread-1 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
eeb13437-e15d-430a-970b-8b52f5e995dd.model.dbt_chatGPT_suggestion.int_accounts_and_groups_joined,model.dbt_chatGPT_suggestion.int_accounts_and_groups_joined,eeb13437-e15d-430a-970b-8b52f5e995dd,2024-02-14 12:15:00,2024-02-14 12:15:00.621783,int_accounts_and_groups_joined,CREATE VIEW,success,model,0.8460910320281982,2024-02-14T12:14:55.774528Z,2024-02-14T12:14:56.326469Z,2024-02-14T12:14:55.705527Z,2024-02-14T12:14:55.740524Z,-1,false,"WITH

accounts AS (

    SELECT * FROM ""postgres"".""transformed"".""stg_accounts""

),

groups AS (

    SELECT * FROM ""postgres"".""transformed"".""stg_groups""

),

joined AS (

    SELECT
        a.account_id,
        a.account_description,
        g.group_id

    FROM accounts AS a
    INNER JOIN groups AS g
    ON a.group_id = g.group_id

)

SELECT * FROM joined",,,Thread-3 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
0489b689-9288-46a4-a32c-73a62a795040.model.view_selection_tool.model_dependencies,model.view_selection_tool.model_dependencies,0489b689-9288-46a4-a32c-73a62a795040,2024-03-06 12:30:58,2024-03-06 12:30:59.143531,model_dependencies,,skipped,model,0,,,,,,false,,,,Thread-1 (worker),table,{}
eeb13437-e15d-430a-970b-8b52f5e995dd.model.dbt_chatGPT_suggestion.int_union_of_transactions,model.dbt_chatGPT_suggestion.int_union_of_transactions,eeb13437-e15d-430a-970b-8b52f5e995dd,2024-02-14 12:15:00,2024-02-14 12:15:00.621783,int_union_of_transactions,CREATE VIEW,success,model,0.8190982341766357,2024-02-14T12:14:55.924640Z,2024-02-14T12:14:56.576623Z,2024-02-14T12:14:55.830526Z,2024-02-14T12:14:55.890637Z,-1,false,"WITH

transactions_1 AS (

    SELECT * FROM ""postgres"".""transformed"".""stg_transactions_1""

),

transactions_2 AS (

    SELECT * FROM ""postgres"".""transformed"".""stg_transactions_2""

),

transactions_3 AS (

    SELECT * FROM ""postgres"".""transformed"".""stg_transactions_3""

),

transactions_4 AS (

    SELECT * FROM ""postgres"".""transformed"".""stg_transactions_4""

),

union_of_all_transactions AS (

    SELECT
        transaction_id,
        amount,
        account_id,
        1 AS company_id
    FROM transactions_1

    UNION ALL

    SELECT
        transaction_id,
        amount,
        account_id,
        2 AS company_id
    FROM transactions_2

    UNION ALL

    SELECT
        transaction_id,
        amount,
        account_id,
        3 AS company_id
    FROM transactions_3

    UNION ALL

    SELECT
        transaction_id,
        amount,
        account_id,
        4 AS company_id
    FROM transactions_4

)

SELECT * FROM union_of_all_transactions",,,Thread-2 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
eeb13437-e15d-430a-970b-8b52f5e995dd.model.elementary.job_run_results,model.elementary.job_run_results,eeb13437-e15d-430a-970b-8b52f5e995dd,2024-02-14 12:15:00,2024-02-14 12:15:00.621783,job_run_results,CREATE VIEW,success,model,0.8060996532440186,2024-02-14T12:14:55.958636Z,2024-02-14T12:14:56.580619Z,2024-02-14T12:14:55.844636Z,2024-02-14T12:14:55.903637Z,-1,false,"





with jobs as (
  select
    job_name,
    job_id,
    job_run_id,
    
min(cast(run_started_at as timestamp))
 as job_run_started_at,
    
max(cast(run_completed_at as timestamp))
 as job_run_completed_at,
    
    
        (
        (
        (
        ((
max(cast(run_completed_at as timestamp))
)::date - (
min(cast(run_started_at as timestamp))
)::date)
     * 24 + date_part('hour', (
max(cast(run_completed_at as timestamp))
)::timestamp) - date_part('hour', (
min(cast(run_started_at as timestamp))
)::timestamp))
     * 60 + date_part('minute', (
max(cast(run_completed_at as timestamp))
)::timestamp) - date_part('minute', (
min(cast(run_started_at as timestamp))
)::timestamp))
     * 60 + floor(date_part('second', (
max(cast(run_completed_at as timestamp))
)::timestamp)) - floor(date_part('second', (
min(cast(run_started_at as timestamp))
)::timestamp)))
    
 as job_run_execution_time
  from ""postgres"".""transformed_elementary"".""dbt_invocations""
  where job_id is not null
  group by job_name, job_id, job_run_id
)

select
  job_name as name,
  job_id as id,
  job_run_id as run_id,
  job_run_started_at as run_started_at,
  job_run_completed_at as run_completed_at,
  job_run_execution_time as run_execution_time
from jobs",,,Thread-5 (worker),view,"{""_message"": ""CREATE VIEW"", ""code"": ""CREATE VIEW"", ""rows_affected"": -1}"
